i,target,loss_see,loss_uni,loss_bi,loss_actual,w_see,w_uni,w_bi
10494,111,2.858603,5.741266,4.954196,2.865118,0.994442,0.002523,0.003036
10495,112,1.600244,6.509809,3.925999,1.607628,0.994172,0.002646,0.003182
10496,99,2.112965,5.748730,4.373107,2.120220,0.994084,0.002616,0.003300
10497,110,0.438171,4.745261,5.659798,0.446659,0.993907,0.002678,0.003415
10498,116,0.341783,4.488972,2.346325,0.348981,0.994061,0.002686,0.003253
10499,49,5.035080,7.017949,6.197708,5.040715,0.993901,0.002704,0.003395
10500,44,4.003602,7.053272,4.941448,4.009756,0.993511,0.002879,0.003609
10501,32,0.134936,2.286693,2.070389,0.142356,0.993201,0.002959,0.003840
10502,112,4.098927,6.498573,6.264443,4.107015,0.992939,0.003106,0.003955
10503,111,4.629039,5.735313,4.846455,4.632347,0.992741,0.003222,0.004037
10504,112,1.501825,6.486768,3.881854,1.511735,0.992212,0.003447,0.004341
10505,99,1.607502,5.742741,4.302819,1.617363,0.992325,0.003301,0.004374
10506,110,0.418567,4.742875,5.510962,0.429174,0.992385,0.003248,0.004367
10507,116,0.363447,4.487170,2.337382,0.372196,0.992732,0.003187,0.004082
10508,50,9.522144,6.285670,8.521600,9.478514,0.992673,0.003148,0.004179
10509,41,0.886792,5.757704,6.033423,0.898626,0.991570,0.003797,0.004633
10510,59,0.687363,5.802006,2.226636,0.696530,0.992081,0.003615,0.004304
10511,10,0.149606,4.910781,1.521953,0.158336,0.992125,0.003433,0.004442
10512,32,0.205578,2.287514,1.371000,0.212915,0.992097,0.003308,0.004595
10513,32,0.002256,2.286994,1.270676,0.010245,0.991793,0.003440,0.004767
10514,32,0.113672,2.286474,1.269848,0.121585,0.991537,0.003543,0.004920
10515,32,0.200611,2.285955,1.269021,0.208494,0.991267,0.003651,0.005083
10516,32,0.872525,2.285436,1.268196,0.877740,0.990987,0.003761,0.005253
10517,32,0.862518,2.284917,1.267372,0.868036,0.990545,0.003935,0.005520
10518,32,0.533166,2.284398,1.266549,0.540669,0.990116,0.004101,0.005782
10519,32,0.531231,2.283880,1.265727,0.538981,0.989792,0.004222,0.005986
10520,10,5.520961,4.907962,7.099202,5.523586,0.989478,0.004336,0.006185
10521,32,0.038494,2.283496,1.367277,0.049346,0.989025,0.004747,0.006228
10522,32,0.002797,2.282979,1.265491,0.013615,0.988916,0.004769,0.006315
10523,32,0.109633,2.282461,1.264671,0.120139,0.988804,0.004785,0.006411
10524,32,0.102080,2.281944,1.263852,0.112736,0.988663,0.004814,0.006523
10525,32,0.510823,2.281427,1.263034,0.519673,0.988529,0.004841,0.006630
10526,32,0.368636,2.280911,1.262218,0.378420,0.988268,0.004921,0.006811
10527,32,0.365178,2.280395,1.261402,0.375136,0.988062,0.004977,0.006961
10528,32,0.363474,2.279879,1.260588,0.373591,0.987864,0.005030,0.007106
10529,95,6.002855,5.385779,5.719207,5.996685,0.987673,0.005080,0.007247
10530,95,1.035140,5.380332,4.543383,1.052840,0.986864,0.005502,0.007634
10531,109,0.157650,5.979421,3.613307,0.174519,0.987627,0.005165,0.007207
10532,50,0.543942,6.278466,3.449307,0.559181,0.988492,0.004673,0.006835
10533,53,0.054448,6.577362,3.067463,0.068954,0.989132,0.004269,0.006599
10534,54,0.016124,7.075747,3.031709,0.029739,0.989791,0.003845,0.006364
10535,105,1.268308,4.369902,4.388017,1.280602,0.990406,0.003445,0.006149
10536,32,0.067301,2.280299,4.431846,0.079423,0.990596,0.003472,0.005932
10537,115,3.192754,5.140688,5.343641,3.202807,0.990881,0.003582,0.005537
10538,117,3.711897,6.289685,5.044394,3.721186,0.990767,0.003711,0.005522
10539,109,0.228099,5.972078,3.448460,0.240745,0.990598,0.003766,0.005636
10540,95,0.331560,5.376109,4.738092,0.344009,0.991045,0.003504,0.005451
10541,115,3.416627,5.136515,4.054232,3.422634,0.991544,0.003345,0.005110
10542,97,7.775318,5.348895,9.134426,7.757980,0.991149,0.003508,0.005343
10543,100,2.286049,5.859718,5.215013,2.298362,0.990440,0.004102,0.005458
10544,32,3.687113,2.280719,3.392317,3.675844,0.990651,0.004018,0.005331
10545,61,0.200631,6.322329,4.616749,0.214975,0.989775,0.004520,0.005705
10546,32,0.430239,2.280337,1.787151,0.439227,0.990571,0.004096,0.005333
10547,95,2.415192,5.371506,5.690580,2.427584,0.990343,0.004206,0.005451
10548,109,0.352862,5.964917,3.584962,0.365627,0.990544,0.004182,0.005273
10549,109,0.186516,5.956735,3.697073,0.198785,0.991012,0.003868,0.005120
10550,50,0.319180,6.270529,3.422906,0.330616,0.991471,0.003587,0.004942
10551,53,0.015517,6.567055,3.040746,0.026436,0.991830,0.003334,0.004836
10552,54,0.018346,7.060229,3.003915,0.028770,0.992178,0.003072,0.004750
10553,95,1.003960,5.366789,3.932886,1.013725,0.992503,0.002821,0.004676
10554,115,1.079043,5.133559,4.014020,1.088669,0.992578,0.002807,0.004615
10555,97,6.778445,5.345197,8.136991,6.775545,0.992623,0.002818,0.004558
10556,100,0.962717,5.853718,5.118249,0.973729,0.992022,0.003273,0.004705
10557,95,3.856560,5.361827,5.787902,3.864310,0.992353,0.003159,0.004487
10558,101,1.332234,4.470142,4.062612,1.342147,0.992083,0.003351,0.004565
10559,112,0.268021,6.482150,5.013656,0.279181,0.992079,0.003383,0.004538
10560,117,1.899103,6.282205,7.554589,1.909493,0.992589,0.003141,0.004270
10561,56,0.415659,9.593925,8.622052,0.425802,0.992975,0.003088,0.003937
10562,40,0.033689,5.757557,5.486500,0.042319,0.993908,0.002679,0.003413
10563,116,7.193304,4.491653,7.829723,7.174520,0.994179,0.002590,0.003231
10564,111,7.010057,5.736344,6.353637,7.000758,0.993362,0.003138,0.003500
10565,116,2.855366,4.488923,7.839204,2.864351,0.992511,0.003590,0.003899
10566,97,0.904895,5.341250,3.718166,0.914654,0.992560,0.003751,0.003690
10567,108,3.926410,5.722599,3.940443,3.930181,0.992661,0.003616,0.003723
10568,95,2.154695,5.357819,7.260528,2.165241,0.992191,0.003757,0.004052
10569,112,2.423132,6.471609,5.319151,2.433001,0.992445,0.003746,0.003810
10570,111,3.086381,5.730054,4.751066,3.094605,0.992525,0.003650,0.003825
10571,112,1.371081,6.460098,3.842350,1.380996,0.992327,0.003703,0.003970
10572,99,1.947664,5.744534,4.240314,1.957010,0.992469,0.003511,0.004019
10573,110,0.598352,4.748243,5.376619,0.608785,0.992450,0.003466,0.004084
10574,116,0.284062,4.487133,2.328521,0.292950,0.992735,0.003393,0.003872
10575,44,5.217267,7.045593,6.942515,5.224730,0.992703,0.003323,0.003973
10576,32,0.223860,2.283689,2.056755,0.231955,0.992419,0.003477,0.004104
10577,122,6.921870,7.449215,10.276124,6.928965,0.992184,0.003600,0.004216
10578,101,1.002613,4.469854,2.475449,1.011550,0.991981,0.003875,0.004143
10579,114,2.999175,5.521035,3.984570,3.006819,0.991880,0.003824,0.004296
10580,111,2.752494,5.724331,6.617651,2.763464,0.991622,0.003877,0.004501
10581,41,2.587964,5.760088,7.845490,2.599081,0.991780,0.003879,0.004341
10582,59,0.305866,5.804164,2.215013,0.315623,0.992099,0.003860,0.004041
10583,10,0.156841,4.912357,1.515951,0.165529,0.992245,0.003606,0.004149
10584,32,0.145386,2.284105,1.363576,0.152811,0.992226,0.003459,0.004315
10585,32,0.003346,2.283590,1.262686,0.011236,0.991934,0.003575,0.004491
10586,32,0.098296,2.283076,1.261872,0.106165,0.991675,0.003670,0.004655
10587,32,0.167231,2.282562,1.261060,0.175135,0.991406,0.003768,0.004826
10588,32,0.771886,2.282047,1.260249,0.777590,0.991132,0.003868,0.005001
10589,32,0.762572,2.281534,1.259439,0.768577,0.990716,0.004027,0.005257
10590,32,0.489181,2.281020,1.258631,0.496773,0.990313,0.004178,0.005509
10591,32,0.487449,2.280507,1.257823,0.495284,0.989997,0.004290,0.005713
10592,10,5.136096,4.909552,7.032843,5.141266,0.989691,0.004396,0.005912
10593,32,0.031172,2.280127,1.359896,0.041766,0.989329,0.004756,0.005915
10594,32,0.002978,2.279614,1.257596,0.013527,0.989208,0.004777,0.006014
10595,32,0.101022,2.279102,1.256790,0.111315,0.989084,0.004793,0.006123
10596,32,0.094058,2.278590,1.255986,0.104503,0.988934,0.004821,0.006245
10597,32,0.482739,2.278078,1.255182,0.491548,0.988792,0.004847,0.006361
10598,32,0.354216,2.277566,1.254380,0.363861,0.988532,0.004923,0.006545
10599,32,0.350891,2.277055,1.253579,0.360713,0.988322,0.004978,0.006701
10600,32,0.349254,2.276544,1.252778,0.359236,0.988120,0.005029,0.006851
10601,65,12.909551,6.883042,6.893085,12.084251,0.987925,0.005077,0.006998
10602,32,3.774349,2.276166,6.438792,3.768079,0.984917,0.006396,0.008687
10603,61,1.167330,6.319406,4.613555,1.188262,0.984633,0.007019,0.008348
10604,32,0.083276,2.275788,1.778135,0.098359,0.985780,0.006352,0.007868
10605,95,2.551292,5.357286,5.671848,2.569138,0.985910,0.006280,0.007809
10606,109,0.369789,5.956057,3.562936,0.388101,0.986446,0.006108,0.007446
10607,109,0.311420,5.947969,3.660730,0.328542,0.987395,0.005502,0.007104
10608,50,0.380001,6.267982,3.393992,0.395699,0.988257,0.004982,0.006761
10609,53,0.023581,6.562176,3.014647,0.038307,0.988977,0.004510,0.006513
10610,54,0.019998,7.050247,2.976793,0.033754,0.989669,0.004041,0.006289
10611,95,0.787941,5.352649,3.873043,0.800733,0.990302,0.003607,0.006090
10612,97,1.812755,5.341975,6.217785,1.825486,0.990636,0.003479,0.005885
10613,100,0.712448,5.853608,5.030667,0.724880,0.991047,0.003463,0.005490
10614,100,1.781788,5.846087,6.206200,1.793407,0.991541,0.003302,0.005157
10615,95,1.385614,5.347767,5.624491,1.396679,0.991894,0.003256,0.004850
10616,101,2.001626,4.471957,4.027906,2.010477,0.992172,0.003224,0.004604
10617,112,0.336320,6.454531,4.956134,0.347547,0.992011,0.003326,0.004663
10618,105,1.183829,4.378193,4.396129,1.193503,0.992504,0.003102,0.004394
10619,51,3.357406,7.454797,6.796271,3.367382,0.992527,0.003151,0.004322
10620,50,0.035449,6.259379,4.060412,0.045654,0.992650,0.003119,0.004231
10621,40,0.559543,5.758207,5.825640,0.569414,0.992995,0.002921,0.004083
10622,65,4.781383,6.870232,7.832890,4.789377,0.993347,0.002833,0.003820
10623,44,2.633500,7.034484,7.442944,2.642955,0.993190,0.002993,0.003817
10624,32,0.887981,2.277799,2.043327,0.893520,0.993407,0.002956,0.003637
10625,115,4.724519,5.138326,5.332939,4.727569,0.992990,0.003166,0.003844
10626,117,2.442089,6.280638,4.969626,2.451655,0.992438,0.003458,0.004105
10627,109,0.242572,5.942448,3.416255,0.252745,0.992449,0.003414,0.004137
10628,95,0.675639,5.344097,4.667425,0.685659,0.992695,0.003210,0.004094
10629,115,3.224698,5.134194,3.986273,3.230362,0.992911,0.003124,0.003965
10630,97,6.779142,5.338989,7.557145,6.773571,0.992513,0.003281,0.004206
10631,100,1.798188,5.840728,4.945960,1.808998,0.991806,0.003756,0.004438
10632,41,5.857412,5.759665,8.797662,5.862535,0.991970,0.003660,0.004371
10633,59,1.068253,5.803519,2.203533,1.077241,0.991666,0.004001,0.004332
10634,32,6.254697,2.278482,3.565854,6.142758,0.991677,0.003804,0.004519
10635,10,4.243013,4.911268,6.965784,4.251901,0.990166,0.004611,0.005223
10636,32,0.021222,2.278104,1.356237,0.031270,0.990005,0.004850,0.005145
10637,32,0.082023,2.277594,1.254866,0.091774,0.989863,0.004864,0.005273
10638,32,0.219787,2.277085,1.254067,0.229175,0.989693,0.004885,0.005422
10639,32,0.204230,2.276575,1.253269,0.213840,0.989490,0.004923,0.005587
10640,32,0.901744,2.276067,1.252472,0.907939,0.989298,0.004958,0.005744
10641,32,0.887343,2.275558,1.251676,0.893829,0.988900,0.005087,0.006013
10642,32,0.556464,2.275049,1.250881,0.565181,0.988514,0.005209,0.006277
10643,32,0.554031,2.274541,1.250087,0.562939,0.988245,0.005278,0.006477
10644,10,6.190687,4.908480,6.900004,6.183406,0.987985,0.005343,0.006673
10645,32,0.038011,2.274166,1.352600,0.050665,0.987262,0.005880,0.006858
10646,32,0.007968,2.273658,1.249869,0.020449,0.987246,0.005830,0.006924
10647,32,0.116361,2.273151,1.249078,0.128372,0.987220,0.005778,0.007002
10648,32,0.107297,2.272644,1.248287,0.119387,0.987154,0.005747,0.007099
10649,32,0.540528,2.272137,1.247497,0.550344,0.987093,0.005717,0.007190
10650,32,0.386162,2.271630,1.246708,0.397037,0.986874,0.005758,0.007369
10651,32,0.382295,2.271124,1.245920,0.393296,0.986718,0.005772,0.007511
10652,32,0.380387,2.270618,1.245134,0.391498,0.986567,0.005784,0.007648
10653,47,6.196136,6.606141,6.252522,6.198637,0.986422,0.005796,0.007782
10654,47,0.547598,6.593449,3.162084,0.566089,0.985851,0.006053,0.008095
10655,32,0.024836,2.270377,2.879706,0.040781,0.986792,0.005386,0.007823
10656,69,7.354576,10.091964,10.297490,7.370679,0.987118,0.005368,0.007514
10657,120,3.506152,7.799315,7.049849,3.522990,0.987509,0.005278,0.007213
10658,116,1.043728,4.495293,6.662965,1.059981,0.988203,0.004976,0.006821
10659,114,0.216741,5.525546,5.828991,0.232225,0.989079,0.004822,0.006099
10660,97,0.550192,5.337605,3.387926,0.563250,0.990061,0.004448,0.005491
10661,99,1.693262,5.749217,6.228819,1.706420,0.990437,0.004187,0.005376
10662,116,2.198983,4.492844,6.517276,2.210559,0.990933,0.004041,0.005026
10663,32,1.651957,2.270796,2.830942,1.657860,0.991147,0.004105,0.004748
10664,51,8.685728,7.437670,6.597623,8.654370,0.990727,0.004360,0.004913
10665,50,1.186939,6.255210,3.990955,1.200665,0.989591,0.004853,0.005557
10666,45,8.675417,4.001586,8.636625,8.524128,0.990056,0.004502,0.005442
10667,98,2.785283,7.508455,7.549977,2.801031,0.988723,0.005504,0.005773
10668,105,0.131749,4.382055,4.977280,0.146246,0.989547,0.005113,0.005340
10669,116,0.724856,4.490797,3.905040,0.737733,0.990212,0.004836,0.004952
10670,32,2.848409,2.271084,2.819084,2.844967,0.990513,0.004652,0.004835
10671,116,3.198209,4.488096,7.839204,3.209726,0.989771,0.005062,0.005167
10672,111,2.449700,5.729505,6.213347,2.462946,0.989970,0.005202,0.004828
10673,32,2.055983,2.270842,5.678698,2.063168,0.990306,0.005048,0.004646
10674,102,5.814416,6.596091,6.441227,5.819940,0.990155,0.005347,0.004499
10675,111,1.629154,5.722915,4.201634,1.642450,0.989703,0.005552,0.004745
10676,114,0.027987,5.521716,3.722466,0.041741,0.990031,0.005243,0.004726
10677,99,8.633470,5.744240,7.945444,8.586026,0.990654,0.004781,0.004565
10678,101,4.640602,4.477218,5.034995,4.641364,0.989474,0.005540,0.004986
10679,32,2.134991,2.270997,3.958069,2.141209,0.988849,0.005895,0.005256
10680,100,5.882192,5.839633,7.492426,5.887080,0.988494,0.006200,0.005306
10681,101,3.860137,4.474679,3.800900,3.863086,0.988078,0.006537,0.005385
10682,112,5.209612,6.451541,4.901108,5.213264,0.987532,0.006745,0.005723
10683,101,5.827954,4.472013,4.762501,5.803183,0.987068,0.006826,0.006105
10684,110,1.697073,4.759377,3.055041,1.712425,0.985940,0.007432,0.006628
10685,100,2.485422,5.832758,3.194210,2.498484,0.986191,0.007113,0.006696
10686,101,3.678763,4.469485,3.759737,3.683431,0.986347,0.006765,0.006887
10687,110,3.286613,4.756206,3.041027,3.291085,0.985867,0.006935,0.007198
10688,99,3.119759,5.738636,3.722466,3.131956,0.985457,0.006964,0.007579
10689,121,3.551863,6.975304,3.560088,3.560810,0.985457,0.006769,0.007774
10690,10,5.913856,4.910585,6.832890,5.910036,0.985458,0.006440,0.008103
10691,32,0.689012,2.271943,1.348983,0.700094,0.984829,0.006963,0.008208
10692,32,0.005312,2.271438,1.247785,0.020333,0.984653,0.006970,0.008376
10693,32,0.135128,2.270934,1.246999,0.149337,0.984755,0.006844,0.008401
10694,32,0.196648,2.270430,1.246214,0.210445,0.984793,0.006750,0.008457
10695,32,0.859805,2.269927,1.245430,0.868723,0.984800,0.006675,0.008525
10696,32,0.845047,2.269423,1.244647,0.854222,0.984517,0.006727,0.008755
10697,32,0.838289,2.268920,1.243865,0.847642,0.984246,0.006775,0.008979
10698,32,0.522901,2.268417,1.243085,0.535072,0.983982,0.006820,0.009198
10699,108,8.913589,5.733065,8.496996,8.832256,0.983867,0.006803,0.009331
10700,111,0.669219,5.719257,4.600695,0.693505,0.982432,0.007803,0.009765
10701,99,2.215863,5.733328,6.047513,2.237404,0.983930,0.007048,0.009022
10702,97,1.640451,5.337811,5.148183,1.660512,0.984939,0.006680,0.008381
10703,108,0.649807,5.726605,3.909636,0.668957,0.985804,0.006315,0.007881
10704,95,2.477129,5.348761,6.851749,2.494687,0.986756,0.005759,0.007485
10705,115,2.004998,5.139584,3.945960,2.019619,0.987480,0.005620,0.006900
10706,117,3.278501,6.280935,4.896731,3.292100,0.987710,0.005448,0.006843
10707,109,0.664142,5.944885,3.381429,0.680075,0.987839,0.005311,0.006850
10708,32,2.450193,2.269099,5.173261,2.457412,0.988483,0.004868,0.006649
10709,43,2.616079,7.538238,6.095468,2.631937,0.988317,0.005225,0.006458
10710,61,3.169194,6.322981,5.124696,3.182041,0.989004,0.004843,0.006153
10711,32,0.308984,2.268860,1.769220,0.319736,0.989127,0.004738,0.006135
10712,95,3.864456,5.344460,5.661636,3.875311,0.988999,0.004799,0.006202
10713,109,0.324529,5.937592,3.544320,0.339556,0.988871,0.004921,0.006207
10714,109,0.272109,5.929686,3.632268,0.286309,0.989535,0.004493,0.005971
10715,50,0.387135,6.251745,3.372554,0.400272,0.990140,0.004126,0.005733
10716,53,0.006241,6.563821,2.996389,0.018744,0.990629,0.003795,0.005576
10717,54,0.037472,7.046894,2.950313,0.049256,0.991117,0.003451,0.005432
10718,95,1.048339,5.339916,3.815917,1.059202,0.991559,0.003130,0.005311
10719,101,4.791415,4.470911,3.994525,4.784769,0.991695,0.003085,0.005221
10720,120,1.220523,7.778471,8.550747,1.233633,0.990882,0.003444,0.005674
10721,116,0.255487,4.491722,6.252665,0.266800,0.991945,0.003164,0.004891
10722,114,0.151406,5.521724,5.729864,0.162081,0.992460,0.003121,0.004419
10723,97,0.617687,5.335259,3.363405,0.626864,0.992938,0.002990,0.004072
10724,99,1.385351,5.729366,6.041659,1.395056,0.992989,0.002928,0.004083
10725,116,2.485183,4.489294,6.266787,2.493547,0.993213,0.002903,0.003883
10726,95,0.816219,5.335653,4.584962,0.825558,0.993135,0.003066,0.003799
10727,101,4.559227,4.469051,3.954196,4.556150,0.993265,0.003010,0.003725
10728,112,0.618243,6.446099,4.852229,0.628658,0.992529,0.003348,0.004123
10729,105,1.868853,4.387336,4.325720,1.877300,0.992891,0.003145,0.003964
10730,51,2.117167,7.423641,6.607330,2.127303,0.992738,0.003248,0.004014
10731,50,0.073207,6.243863,3.925095,0.082812,0.993055,0.003103,0.003842
10732,40,0.500429,5.765692,5.643856,0.509816,0.993333,0.002912,0.003755
10733,65,5.137575,6.869446,7.251088,5.144374,0.993629,0.002820,0.003552
10734,44,1.250478,7.031849,6.862121,1.259949,0.993327,0.003008,0.003665
10735,32,1.091336,2.271379,2.030102,1.096019,0.993707,0.002863,0.003430
10736,48,3.696722,6.795072,6.448081,3.705193,0.993240,0.003094,0.003666
10737,41,2.238107,5.766348,6.467606,2.247353,0.993141,0.003152,0.003707
10738,59,0.961580,5.809981,2.192194,0.968989,0.993234,0.003168,0.003598
10739,10,0.125445,4.913070,1.513203,0.133122,0.993129,0.003071,0.003799
10740,32,0.124825,2.271402,1.345387,0.131457,0.993031,0.002993,0.003976
10741,32,0.006281,2.270899,1.244585,0.013344,0.992699,0.003137,0.004164
10742,32,0.067904,2.270398,1.243806,0.075099,0.992394,0.003263,0.004343
10743,32,0.123418,2.269896,1.243027,0.130740,0.992092,0.003385,0.004523
10744,125,4.828668,8.255553,6.916022,4.838478,0.991790,0.003506,0.004704
10745,10,0.184733,4.909910,3.230679,0.195650,0.991754,0.003495,0.004750
10746,32,1.190264,2.269657,1.341812,1.193497,0.991965,0.003366,0.004668
10747,32,0.004933,2.269156,1.242819,0.013192,0.991434,0.003590,0.004976
10748,32,0.141530,2.268656,1.242042,0.149599,0.991189,0.003685,0.005125
10749,32,0.146722,2.268155,1.241266,0.155013,0.990922,0.003789,0.005289
10750,101,5.718459,4.469163,7.062685,5.715505,0.990665,0.003886,0.005449
10751,110,1.755730,4.761060,3.031027,1.765988,0.990074,0.004364,0.005562
10752,100,1.918466,5.834070,3.178682,1.929101,0.989996,0.004320,0.005684
10753,32,2.308461,2.268048,3.381090,2.312690,0.990022,0.004173,0.005805
10754,61,1.388746,6.318264,4.624680,1.402777,0.989542,0.004508,0.005950
10755,32,0.059310,2.267679,1.760405,0.069850,0.990044,0.004222,0.005734
10756,103,3.121092,7.935198,6.453767,3.134625,0.989938,0.004283,0.005779
10757,101,1.102650,4.467180,3.421464,1.114379,0.990396,0.004041,0.005563
10758,116,0.171646,4.490675,3.941796,0.184548,0.990493,0.003985,0.005522
10759,95,0.706190,5.334687,4.541097,0.718616,0.990900,0.003835,0.005265
10760,99,2.229288,5.727135,4.186413,2.239536,0.991303,0.003671,0.005026
10761,121,0.562116,6.968274,3.532940,0.573732,0.991291,0.003638,0.005071
10762,99,0.117862,5.720477,2.995800,0.128814,0.991692,0.003335,0.004973
10763,108,0.039205,5.727528,2.951090,0.049827,0.991953,0.003152,0.004894
10764,101,0.322565,4.465202,2.300280,0.331851,0.992191,0.002991,0.004818
10765,115,0.709639,5.142827,3.166103,0.719512,0.992154,0.002974,0.004872
10766,40,1.424540,5.763024,4.289224,1.434648,0.992206,0.002936,0.004858
10767,41,0.596954,5.763155,3.794810,0.607229,0.992300,0.002910,0.004790
